Sample	Gloss
signer9_sample1025	sensitive 
signer9_sample1026	serve 
signer9_sample1027	shampoo 
signer9_sample1028	she 
signer9_sample1029	shelf 
signer9_sample1030	sign language 
signer9_sample1031	sing 
signer9_sample1032	skeleton 
signer9_sample1033	sketch 
signer9_sample1034	skill 
signer9_sample1035	smell 
signer9_sample1036	sneeze 
signer9_sample1037	snob 
signer9_sample1038	specific 
signer9_sample1039	steel 
signer9_sample1040	subway 
signer9_sample1041	suffer 
signer9_sample1042	surface 
signer9_sample1043	switzerland 
signer9_sample1044	tan 
signer9_sample1045	teeth 
signer9_sample1046	terrible 
signer9_sample1047	thankful 
signer9_sample1048	they 
signer9_sample1049	through 
signer9_sample1050	tiptoe 
signer9_sample1051	title 
signer9_sample1052	tooth 
signer9_sample1053	toothbrush 
signer9_sample1054	total 
signer9_sample1055	tough 
signer9_sample1056	tradition 
signer9_sample1057	trophy 
signer9_sample1058	trouble 
signer9_sample1059	true 
signer9_sample1060	trust 
signer9_sample1061	under 
signer9_sample1062	verb 
signer9_sample1063	wall 
signer9_sample1064	watermelon 
signer9_sample1065	way 
signer9_sample1066	weird 
signer9_sample1067	while 
signer9_sample1068	wide 
signer9_sample1069	willing 
signer9_sample1070	wish 
signer9_sample1071	wonderful 
signer9_sample1072	workshop 
signer9_sample1073	worse 
signer9_sample1074	wrench 
signer9_sample1101	b 
signer9_sample1102	b 
signer9_sample1358	d 
signer9_sample1470	preschool 
signer10_sample1	drink 
signer10_sample2	drink 
signer10_sample3	drink 
signer10_sample5	before 
signer10_sample6	go 
signer10_sample7	go 
signer10_sample9	go 
signer10_sample10	go 
signer10_sample12	go 
signer10_sample13	deaf 
signer10_sample14	deaf 
signer10_sample16	no 
signer10_sample19	thin 
signer10_sample20	thin 
signer10_sample21	walk 
signer10_sample22	walk 
signer10_sample23	yes 
signer10_sample24	yes 
signer10_sample26	all 
signer10_sample27	all 
signer10_sample28	cool 
signer10_sample29	cool 
signer10_sample30	cool 
signer10_sample32	thanksgiving 
signer10_sample36	bed 
signer10_sample37	bed 
signer10_sample38	blue 
signer10_sample39	dog 
signer10_sample40	hat 
signer10_sample41	shirt 
signer10_sample42	shirt 
signer10_sample44	study 
signer10_sample45	study 
signer10_sample46	accident 
signer10_sample47	bird 
signer10_sample48	doctor 
signer10_sample51	pink 
signer10_sample52	short 
signer10_sample54	basketball 
signer10_sample57	full 
signer10_sample59	jacket 
signer10_sample61	right 
signer10_sample63	water 
signer10_sample64	wife 
signer10_sample66	cat 
signer10_sample67	check 
signer10_sample69	inform 
signer10_sample71	laugh 
signer10_sample73	rabbit 
signer10_sample74	rabbit 
signer10_sample75	yesterday 
signer10_sample78	cold 
signer10_sample81	far 
signer10_sample83	happy 
signer10_sample85	happy 
signer10_sample86	leave 
signer10_sample87	leave 
signer10_sample88	list 
signer10_sample91	person 
signer10_sample92	soon 
signer10_sample94	test 
signer10_sample95	you 
signer10_sample96	balance 
signer10_sample98	balance 
signer10_sample99	business 
signer10_sample101	chat 
signer10_sample103	chat 
signer10_sample104	clock 
signer10_sample105	convince 
signer10_sample106	convince 
signer10_sample107	country 
signer10_sample108	country 
signer10_sample109	crash 
signer10_sample110	crash 
signer10_sample111	crash 
signer10_sample112	crash 
signer10_sample113	discuss 
signer10_sample114	discuss 
signer10_sample115	discuss 
signer10_sample118	fat 
signer10_sample119	fat 
signer10_sample120	government 
signer10_sample121	hear 
signer10_sample122	hear 
signer10_sample124	hope 
signer10_sample125	house 
signer10_sample126	husband 
signer10_sample127	join 
signer10_sample128	join 
signer10_sample129	make 
signer10_sample130	make 
signer10_sample131	mean 
signer10_sample132	office 
signer10_sample133	office 
signer10_sample134	practice 
signer10_sample135	practice 
signer10_sample136	president 
signer10_sample139	ride 
signer10_sample140	ride 
signer10_sample141	sign 
signer10_sample142	some 
signer10_sample143	war 
signer10_sample144	always 
signer10_sample145	argue 
signer10_sample147	bath 
signer10_sample148	crazy 
signer10_sample149	crazy 
signer10_sample150	delicious 
signer10_sample151	delicious 
signer10_sample152	disappear 
signer10_sample153	disappear 
signer10_sample154	egg 
signer10_sample155	egg 
signer10_sample156	halloween 
signer10_sample157	humble 
signer10_sample158	humble 
signer10_sample160	hurry 
signer10_sample161	internet 
signer10_sample163	potato 
signer10_sample164	save 
signer10_sample165	save 
signer10_sample166	secret 
signer10_sample168	secret 
signer10_sample169	silly 
signer10_sample170	silly 
signer10_sample173	talk 
signer10_sample174	tent 
signer10_sample175	tent 
signer10_sample176	throw 
signer10_sample178	wet 
signer10_sample182	bored 
signer10_sample183	bored 
signer10_sample186	chicken 
signer10_sample188	choose 
signer10_sample189	choose 
signer10_sample190	choose 
signer10_sample191	cookie 
signer10_sample195	cut 
signer10_sample196	deer 
signer10_sample198	dry 
signer10_sample200	english 
signer10_sample201	expensive 
signer10_sample205	fight 
signer10_sample206	floor 
signer10_sample208	from 
signer10_sample209	hit 
signer10_sample211	investigate 
signer10_sample212	jealous 
signer10_sample214	research 
signer10_sample217	score 
signer10_sample218	speech 
signer10_sample222	toast 
signer10_sample228	any 
signer10_sample230	awkward 
signer10_sample231	bark 
signer10_sample233	bedroom 
signer10_sample237	contact 
signer10_sample238	correct 
signer10_sample239	desert 
signer10_sample240	easter 
signer10_sample241	easter 
signer10_sample242	elevator 
signer10_sample245	feed 
signer10_sample247	form 
signer10_sample248	great 
signer10_sample250	history 
signer10_sample251	hurt 
signer10_sample252	hurt 
signer10_sample253	lobster 
signer10_sample254	love 
signer10_sample255	love 
signer10_sample256	love 
signer10_sample257	outside 
signer10_sample259	present 
signer10_sample262	respect 
signer10_sample263	respect 
signer10_sample264	smart 
signer10_sample265	smile 
signer10_sample267	sound 
signer10_sample269	spray 
signer10_sample271	spray 
signer10_sample272	spray 
signer10_sample277	tease 
signer10_sample280	tease 
signer10_sample281	therapy 
signer10_sample282	therapy 
signer10_sample290	world 
signer10_sample292	wow 
signer10_sample293	already 
signer10_sample294	and 
signer10_sample295	asia 
signer10_sample297	ask 
signer10_sample299	barely 
signer10_sample302	borrow 
signer10_sample303	borrow 
signer10_sample304	boss 
signer10_sample306	cancel 
signer10_sample307	comb 
signer10_sample308	comb 
signer10_sample309	comfortable 
signer10_sample310	destroy 
signer10_sample312	dream 
signer10_sample313	early 
signer10_sample314	fact 
signer10_sample315	forest 
signer10_sample319	hamburger 
signer10_sample320	her 
signer10_sample321	her 
signer10_sample323	insurance 
signer10_sample324	lecture 
signer10_sample326	maybe 
signer10_sample327	mouse 
signer10_sample328	nervous 
signer10_sample329	nose 
signer10_sample330	often 
signer10_sample332	pillow 
signer10_sample333	pillow 
signer10_sample334	promise 
signer10_sample335	rise 
signer10_sample336	rough 
signer10_sample337	rough 
signer10_sample338	sheep 
signer10_sample339	shock 
signer10_sample340	shock 
signer10_sample341	skinny 
signer10_sample344	stand 
signer10_sample345	steal 
signer10_sample347	swallow 
signer10_sample348	triangle 
signer10_sample349	triangle 
signer10_sample350	violin 
signer10_sample351	violin 
signer10_sample352	attention 
signer10_sample354	bicycle 
signer10_sample355	brush 
signer10_sample357	camp 
signer10_sample358	climb 
signer10_sample359	community 
signer10_sample360	contribute 
signer10_sample362	curious 
signer10_sample363	describe 
signer10_sample364	dissolve 
signer10_sample365	dissolve 
signer10_sample366	double 
signer10_sample368	doubt 
signer10_sample369	dumb 
signer10_sample370	earth 
signer10_sample371	earth 
signer10_sample373	embarrass 
signer10_sample374	encourage 
signer10_sample376	exact 
signer10_sample377	expect 
signer10_sample378	goodbye 
signer10_sample380	goodbye 
signer10_sample383	information 
signer10_sample385	invite 
signer10_sample386	keyboard 
signer10_sample387	line 
signer10_sample388	machine 
signer10_sample389	mouth 
signer10_sample391	napkin 
signer10_sample392	pain 
signer10_sample393	pain 
signer10_sample394	policy 
signer10_sample396	presentation 
signer10_sample397	private 
signer10_sample398	private 
signer10_sample400	prove 
signer10_sample402	psychology 
signer10_sample404	rehearse 
signer10_sample407	separate 
signer10_sample408	service 
signer10_sample409	stairs 
signer10_sample410	stairs 
signer10_sample412	support 
signer10_sample414	surprise 
signer10_sample415	taste 
signer10_sample416	touch 
signer10_sample418	welcome 
signer10_sample419	worm 
signer10_sample420	above 
signer10_sample423	behavior 
signer10_sample425	bell 
signer10_sample426	breathe 
signer10_sample427	category 
signer10_sample428	catholic 
signer10_sample431	clown 
signer10_sample434	count 
signer10_sample435	each 
signer10_sample437	electrician 
signer10_sample438	england 
signer10_sample439	flood 
signer10_sample440	fork 
signer10_sample441	fun 
signer10_sample442	general 
signer10_sample443	give up 
signer10_sample445	hold 
signer10_sample446	hold 
signer10_sample448	interpreter 
signer10_sample449	left 
signer10_sample452	lend 
signer10_sample455	pocket 
signer10_sample458	refuse 
signer10_sample460	ring 
signer10_sample461	rob 
signer10_sample465	selfish 
signer10_sample466	serve 
signer10_sample468	she 
signer10_sample471	sign language 
signer10_sample472	snob 
signer10_sample475	specific 
signer10_sample478	terrible 
signer10_sample480	trouble 
signer10_sample482	wide 
signer10_sample484	abdomen 
signer10_sample486	action 
signer10_sample488	active 
signer10_sample490	activity 
signer10_sample491	address 
signer10_sample492	aim 
signer10_sample493	amazing 
signer10_sample495	attend 
signer10_sample497	babysitter 
signer10_sample501	cabbage 
signer10_sample504	cabinet 
signer10_sample505	camping 
signer10_sample506	careless 
signer10_sample507	circle 
signer10_sample508	company 
signer10_sample510	crab 
signer10_sample512	crush 
signer10_sample515	eighteen 
signer10_sample517	engagement 
signer10_sample518	engagement 
signer10_sample519	engagement 
signer10_sample520	engineer 
signer10_sample522	expand 
signer10_sample524	flute 
signer10_sample527	gas 
signer10_sample528	gasoline 
signer10_sample531	geography 
signer10_sample532	identify 
signer10_sample534	include 
signer10_sample535	infection 
signer10_sample537	jail 
signer10_sample538	jail 
signer10_sample539	joke 
signer10_sample540	joke 
signer10_sample541	joke 
signer10_sample546	network 
signer10_sample548	nineteen 
signer10_sample552	pay attention 
signer10_sample554	philadelphia 
signer10_sample555	physician 
signer10_sample557	piece 
signer10_sample558	pity 
signer10_sample559	plant 
signer10_sample560	plenty 
signer10_sample561	plenty 
signer10_sample563	prostitute 
signer10_sample565	responsible 
signer10_sample566	silver 
signer10_sample567	skate 
signer10_sample568	skate 
signer10_sample569	snowman 
signer10_sample570	spanish 
signer10_sample571	spanish 
signer10_sample574	take turns 
signer10_sample576	tender 
signer10_sample578	tranquil 
signer10_sample580	within 
signer10_sample581	wrap 
signer10_sample583	advanced 
signer10_sample584	aid 
signer10_sample585	assist 
signer10_sample586	bank 
signer10_sample587	boil 
signer10_sample588	breakdown 
signer10_sample589	breeze 
signer10_sample590	breeze 
signer10_sample591	bush 
signer10_sample592	bye 
signer10_sample593	bye 
signer10_sample594	bye 
signer10_sample595	cheerleader 
signer10_sample596	chicago 
signer10_sample597	clumsy 
signer10_sample598	commit 
signer10_sample599	common sense 
signer10_sample600	concentrate 
signer10_sample601	conversation 
signer10_sample602	conversation 
signer10_sample603	conversation 
signer10_sample604	conversation 
signer10_sample605	create 
signer10_sample606	create 
signer10_sample607	damage 
signer10_sample608	dancer 
signer10_sample609	debate 
signer10_sample610	democrat 
signer10_sample612	descend 
signer10_sample613	descend 
signer10_sample614	discount 
signer10_sample615	done 
signer10_sample616	drag 
signer10_sample617	dull 
signer10_sample618	dull 
signer10_sample619	engine 
signer10_sample620	enormous 
signer10_sample621	enormous 
signer10_sample624	geometry 
signer10_sample625	get up 
signer10_sample626	gift 
signer10_sample627	grab 
signer10_sample628	heart attack 
signer10_sample629	hill 
signer10_sample630	hop 
signer10_sample631	human 
signer10_sample632	human 
signer10_sample633	illegal 
signer10_sample634	impact 
signer10_sample635	inspect 
signer10_sample636	inspect 
signer10_sample637	joy 
signer10_sample638	joy 
signer10_sample639	laundry 
signer10_sample640	let 
signer10_sample641	license 
signer10_sample642	little bit 
signer10_sample643	loan 
signer10_sample644	melt 
signer10_sample645	midnight 
signer10_sample646	northwest 
signer10_sample647	not yet 
signer10_sample648	notice 
signer10_sample649	objective 
signer10_sample650	odor 
signer10_sample651	olympics 
signer10_sample652	pack 
signer10_sample653	painter 
signer10_sample654	painter 
signer10_sample655	part 
signer10_sample656	permit 
signer10_sample657	polar bear 
signer10_sample658	polar bear 
signer10_sample659	precious 
signer10_sample660	precipitation 
signer10_sample661	precise 
signer10_sample662	principle 
signer10_sample663	proper 
signer10_sample664	psychologist 
signer10_sample665	quarrel 
signer10_sample666	quarrel 
signer10_sample667	regular 
signer10_sample668	restroom 
signer10_sample669	rose 
signer10_sample670	settle 
signer10_sample671	sixteen 
signer10_sample672	sixteen 
signer10_sample673	skip 
signer10_sample674	solve 
signer10_sample675	spill 
signer10_sample676	spill 
signer10_sample677	spread 
signer10_sample678	spread 
signer10_sample679	surrender 
signer10_sample680	ten 
signer10_sample681	turn 
signer10_sample682	turn 
signer10_sample683	upstairs 
signer10_sample684	vague 
signer10_sample685	valley 
signer11_sample1	book 
signer11_sample2	drink 
signer11_sample4	computer 
signer11_sample6	computer 
signer11_sample8	before 
signer11_sample9	before 
signer11_sample11	clothes 
signer11_sample12	who 
signer11_sample14	candy 
signer11_sample16	cousin 
signer11_sample18	cousin 
signer11_sample19	fine 
signer11_sample20	fine 
signer11_sample21	help 
signer11_sample22	help 
signer11_sample23	help 
signer11_sample24	help 
signer11_sample25	no 
signer11_sample26	walk 
signer11_sample27	year 
signer11_sample28	year 
signer11_sample30	black 
signer11_sample31	black 
signer11_sample32	finish 
signer11_sample33	finish 
signer11_sample34	hot 
signer11_sample35	hot 
signer11_sample36	like 
signer11_sample37	like 
signer11_sample38	many 
signer11_sample39	many 
signer11_sample40	many 
signer11_sample41	mother 
signer11_sample42	mother 
signer11_sample43	now 
signer11_sample45	now 
signer11_sample46	orange 
signer11_sample47	table 
signer11_sample48	thanksgiving 
signer11_sample49	what 
signer11_sample50	woman 
signer11_sample51	woman 
signer11_sample52	bed 
signer11_sample53	bowling 
signer11_sample55	bowling 
signer11_sample57	can 
signer11_sample58	can 
signer11_sample60	family 
signer11_sample61	family 
signer11_sample62	fish 
signer11_sample63	fish 
signer11_sample64	graduate 
signer11_sample66	hat 
signer11_sample67	hearing 
signer11_sample68	kiss 
signer11_sample69	kiss 
signer11_sample70	language 
signer11_sample71	later 
signer11_sample72	man 
signer11_sample75	tall 
signer11_sample76	tall 
signer11_sample77	white 
signer11_sample78	white 
signer11_sample79	wrong 
signer11_sample80	wrong 
signer11_sample81	accident 
signer11_sample82	accident 
signer11_sample84	apple 
signer11_sample85	change 
signer11_sample86	change 
signer11_sample87	change 
signer11_sample89	color 
signer11_sample90	corn 
signer11_sample92	cow 
signer11_sample94	dance 
signer11_sample95	dark 
signer11_sample96	dark 
signer11_sample97	eat 
signer11_sample98	enjoy 
signer11_sample99	forget 
signer11_sample100	give 
signer11_sample101	give 
signer11_sample103	last 
signer11_sample105	last 
signer11_sample106	meet 
signer11_sample107	meet 
signer11_sample108	meet 
signer11_sample109	pizza 
signer11_sample110	pizza 
signer11_sample111	pizza 
signer11_sample112	play 
signer11_sample113	play 
signer11_sample114	school 
signer11_sample115	secretary 
signer11_sample116	secretary 
signer11_sample117	secretary 
signer11_sample118	short 
signer11_sample120	time 
signer11_sample121	want 
signer11_sample122	want 
signer11_sample124	work 
signer11_sample127	birthday 
signer11_sample128	birthday 
signer11_sample129	brown 
signer11_sample130	but 
signer11_sample131	cheat 
signer11_sample132	cheat 
signer11_sample135	cook 
signer11_sample136	cook 
signer11_sample137	decide 
signer11_sample139	how 
signer11_sample140	how 
signer11_sample141	letter 
signer11_sample142	letter 
signer11_sample143	letter 
signer11_sample144	medicine 
signer11_sample145	need 
signer11_sample147	paint 
signer11_sample148	paper 
signer11_sample151	same 
signer11_sample153	same 
signer11_sample154	son 
signer11_sample156	son 
signer11_sample158	tell 
signer11_sample159	tell 
signer11_sample161	tell 
signer11_sample162	tell 
signer11_sample164	thursday 
signer11_sample165	visit 
signer11_sample166	wait 
signer11_sample167	wait 
signer11_sample169	backpack 
signer11_sample170	bar 
signer11_sample171	bar 
signer11_sample172	bar 
signer11_sample173	brother 
signer11_sample175	class 
signer11_sample176	class 
signer11_sample177	cry 
signer11_sample178	cry 
signer11_sample179	cry 
signer11_sample180	different 
signer11_sample182	green 
signer11_sample183	have 
signer11_sample185	headache 
signer11_sample188	learn 
signer11_sample189	movie 
signer11_sample190	read 
signer11_sample192	room 
signer11_sample193	room 
signer11_sample194	run 
signer11_sample195	run 
signer11_sample196	show 
signer11_sample197	show 
signer11_sample198	show 
signer11_sample199	sick 
signer11_sample200	snow 
signer11_sample202	take 
signer11_sample203	take 
signer11_sample204	take 
signer11_sample208	teacher 
signer11_sample212	week 
signer11_sample213	why 
signer11_sample214	why 
signer11_sample216	with 
signer11_sample217	write 
signer11_sample218	again 
signer11_sample220	bad 
signer11_sample221	ball 
signer11_sample223	blanket 
signer11_sample224	buy 
signer11_sample228	call 
signer11_sample229	coffee 
signer11_sample230	cold 
signer11_sample231	college 
signer11_sample232	copy 
signer11_sample233	cute 
signer11_sample235	daughter 
signer11_sample237	daughter 
signer11_sample238	example 
signer11_sample240	first 
signer11_sample241	friend 
signer11_sample243	good 
signer11_sample244	home 
signer11_sample245	know 
signer11_sample246	late 
signer11_sample247	lose 
signer11_sample248	name 
signer11_sample249	old 
signer11_sample250	police 
signer11_sample252	problem 
signer11_sample253	problem 
signer11_sample254	remember 
signer11_sample255	share 
signer11_sample256	share 
signer11_sample257	soon 
signer11_sample258	stay 
signer11_sample260	stay 
signer11_sample262	sunday 
signer11_sample263	trade 
signer11_sample264	trade 
signer11_sample265	trade 
signer11_sample267	travel 
signer11_sample268	window 
signer11_sample270	approve 
signer11_sample273	banana 
signer11_sample277	boy 
signer11_sample279	careful 
signer11_sample281	center 
signer11_sample283	children 
signer11_sample286	christmas 
signer11_sample287	close 
signer11_sample288	close 
signer11_sample291	dress 
signer11_sample292	dress 
signer11_sample294	drop 
signer11_sample295	drop 
signer11_sample296	feel 
signer11_sample298	future 
signer11_sample300	future 
signer11_sample301	game 
signer11_sample302	girl 
signer11_sample303	here 
signer11_sample304	interest 
signer11_sample305	interest 
signer11_sample306	join 
signer11_sample307	light 
signer11_sample308	light 
signer11_sample309	light 
signer11_sample310	live 
signer11_sample311	mean 
signer11_sample312	more 
signer11_sample313	more 
signer11_sample314	most 
signer11_sample316	music 
signer11_sample317	new 
signer11_sample318	none 
signer11_sample319	order 
signer11_sample320	order 
signer11_sample321	order 
signer11_sample322	pants 
signer11_sample326	past 
signer11_sample328	past 
signer11_sample329	pencil 
signer11_sample330	plan 
signer11_sample331	plan 
signer11_sample332	please 
signer11_sample334	practice 
signer11_sample337	salt 
signer11_sample338	sandwich 
signer11_sample340	sandwich 
signer11_sample341	since 
signer11_sample343	south 
signer11_sample344	student 
signer11_sample345	teach 
signer11_sample346	teach 
signer11_sample347	theory 
signer11_sample348	theory 
signer11_sample349	theory 
signer11_sample351	train 
signer11_sample352	train 
signer11_sample355	ugly 
signer11_sample357	your 
signer11_sample359	animal 
signer11_sample360	baby 
signer11_sample363	bake 
signer11_sample367	catch 
signer11_sample369	cereal 
signer11_sample370	champion 
signer11_sample371	cheese 
signer11_sample372	cough 
signer11_sample373	delay 
signer11_sample375	delay 
signer11_sample376	delay 
signer11_sample377	delay 
signer11_sample378	divorce 
signer11_sample380	east 
signer11_sample381	easy 
signer11_sample382	environment 
signer11_sample383	father 
signer11_sample384	fault 
signer11_sample388	flower 
signer11_sample389	friendly 
signer11_sample390	glasses 
signer11_sample391	hard 
signer11_sample392	hard 
signer11_sample393	heart 
signer11_sample395	hour 
signer11_sample396	hour 
signer11_sample397	hour 
signer11_sample398	improve 
signer11_sample400	improve 
signer11_sample401	kill 
signer11_sample402	law 
signer11_sample403	match 
signer11_sample404	match 
signer11_sample406	meat 
signer11_sample408	money 
signer11_sample409	month 
signer11_sample410	move 
signer11_sample411	move 
signer11_sample413	move 
signer11_sample414	near 
signer11_sample415	nephew 
signer11_sample416	nice 
signer11_sample417	niece 
signer11_sample418	noon 
signer11_sample419	north 
signer11_sample420	not 
signer11_sample421	nurse 
signer11_sample425	pay 
signer11_sample427	perspective 
signer11_sample428	perspective 
signer11_sample429	perspective 
signer11_sample430	sad 
signer11_sample431	saturday 
signer11_sample434	scissors 
signer11_sample435	scissors 
signer11_sample436	shoes 
signer11_sample437	shop 
signer11_sample440	sister 
signer11_sample441	sorry 
signer11_sample442	sorry 
signer11_sample443	straight 
signer11_sample444	sweet 
signer11_sample445	sweet 
signer11_sample449	temperature 
signer11_sample451	thank you 
signer11_sample455	today 
signer11_sample456	today 
signer11_sample458	traffic 
signer11_sample460	voice 
signer11_sample462	vomit 
signer11_sample463	vomit 
signer11_sample464	vote 
signer11_sample465	wednesday 
signer11_sample466	wednesday 
signer11_sample467	west 
signer11_sample468	when 
signer11_sample470	win 
signer11_sample474	alone 
signer11_sample475	alone 
signer11_sample477	appointment 
signer11_sample478	australia 
signer11_sample479	avoid 
signer11_sample481	balloon 
signer11_sample483	bear 
signer11_sample485	better 
signer11_sample488	bored 
signer11_sample491	box 
signer11_sample493	bread 
signer11_sample495	car 
signer11_sample496	chicken 
signer11_sample497	child 
signer11_sample498	choose 
signer11_sample499	choose 
signer11_sample500	choose 
signer11_sample502	cut 
signer11_sample504	cut 
signer11_sample505	decorate 
signer11_sample511	dentist 
signer11_sample513	dive 
signer11_sample514	down 
signer11_sample517	earn 
signer11_sample519	escape 
signer11_sample520	expensive 
signer11_sample522	find 
signer11_sample523	find 
signer11_sample524	fly 
signer11_sample525	fly 
signer11_sample526	fly 
signer11_sample529	happen 
signer11_sample531	hospital 
signer11_sample532	idea 
signer11_sample534	japan 
signer11_sample535	jealous 
signer11_sample536	jealous 
signer11_sample538	kitchen 
signer11_sample544	minute 
signer11_sample545	mirror 
signer11_sample546	miss 
signer11_sample547	miss 
signer11_sample553	newspaper 
signer11_sample555	onion 
signer11_sample556	onion 
signer11_sample558	pepper 
signer11_sample560	picture 
signer11_sample564	possible 
signer11_sample565	possible 
signer11_sample566	possible 
signer11_sample568	quiet 
signer11_sample569	ready 
signer11_sample570	ready 
signer11_sample572	scared 
signer11_sample575	score 
signer11_sample576	sentence 
signer11_sample577	sentence 
signer11_sample582	soap 
signer11_sample583	soda 
signer11_sample584	speech 
signer11_sample585	star 
signer11_sample590	surgery 
signer11_sample591	there 
signer11_sample593	town 
signer11_sample594	transfer 
signer11_sample596	uncle 
signer11_sample597	vacation 
signer11_sample598	weather 
signer11_sample599	weather 
signer11_sample601	accept 
signer11_sample603	adult 
signer11_sample604	ago 
signer11_sample605	ago 
signer11_sample607	ago 
signer11_sample608	ago 
signer11_sample613	area 
signer11_sample614	art 
signer11_sample617	awful 
signer11_sample619	beer 
signer11_sample620	big 
signer11_sample622	bitter 
signer11_sample623	bitter 
signer11_sample625	cake 
signer11_sample626	california 
signer11_sample627	california 
signer11_sample631	cheap 
signer11_sample635	complex 
signer11_sample638	correct 
signer11_sample639	correct 
signer11_sample640	curse 
signer11_sample641	curse 
signer11_sample642	curse 
signer11_sample644	demand 
signer11_sample647	desk 
signer11_sample649	dictionary 
signer11_sample651	duty 
signer11_sample652	egypt 
signer11_sample657	europe 
signer11_sample658	event 
signer11_sample659	event 
signer11_sample660	exchange 
signer11_sample662	exchange 
signer11_sample663	face 
signer11_sample665	feed 
signer11_sample667	few 
signer11_sample671	form 
signer11_sample674	front 
signer11_sample677	grammar 
signer11_sample678	grammar 
signer11_sample681	greece 
signer11_sample682	guess 
signer11_sample683	guitar 
signer11_sample684	helicopter 
signer11_sample691	lie 
signer11_sample692	lie 
signer11_sample693	lucky 
signer11_sample696	microwave 
signer11_sample699	neighbor 
signer11_sample700	number 
signer11_sample708	postpone 
signer11_sample709	power 
signer11_sample710	power 
signer11_sample711	present 
signer11_sample712	price 
signer11_sample713	price 
signer11_sample721	rule 
signer11_sample725	serious 
signer11_sample726	shower 
signer11_sample728	single 
signer11_sample736	stress 
signer11_sample738	strong 
signer11_sample743	that 
signer11_sample744	themselves 
signer11_sample747	themselves 
signer11_sample748	tuesday 
signer11_sample750	turkey 
signer11_sample753	watch 
signer11_sample754	watch 
signer11_sample757	will 
signer11_sample758	world 
signer11_sample761	add 
signer11_sample762	airplane 
signer11_sample765	also 
signer11_sample766	also 
signer11_sample770	arm 
signer11_sample771	army 
signer11_sample774	attitude 
signer11_sample775	attitude 
signer11_sample776	attract 
signer11_sample777	attract 
signer11_sample778	baseball 
signer11_sample779	beg 
signer11_sample780	beg 
signer11_sample781	benefit 
signer11_sample782	benefit 
signer11_sample783	blame 
signer11_sample784	blame 
signer11_sample785	body 
signer11_sample786	boss 
signer11_sample787	bother 
signer11_sample788	bother 
signer11_sample790	bottle 
signer11_sample792	bottom 
signer11_sample793	brag 
signer11_sample794	build 
signer11_sample796	butter 
signer11_sample798	candle 
signer11_sample799	cards 
signer11_sample800	choice 
signer11_sample801	choice 
signer11_sample803	conflict 
signer11_sample804	cover 
signer11_sample805	deodorant 
signer11_sample806	dessert 
signer11_sample808	dollar 
signer11_sample810	drawer 
signer11_sample811	drawer 
signer11_sample812	drunk 
signer11_sample813	drunk 
signer11_sample814	duck 
signer11_sample815	during 
signer11_sample816	eagle 
signer11_sample817	equal 
signer11_sample818	every 
signer11_sample819	exercise 
signer11_sample820	experiment 
signer11_sample821	expert 
signer11_sample822	fear 
signer11_sample823	fear 
signer11_sample825	france 
signer11_sample826	frog 
signer11_sample827	funny 
signer11_sample828	garage 
signer11_sample830	gossip 
signer11_sample832	grapes 
signer11_sample833	guilty 
signer11_sample835	hate 
signer11_sample836	head 
signer11_sample838	her 
signer11_sample839	horse 
signer11_sample840	impossible 
signer11_sample841	in 
signer11_sample842	independent 
signer11_sample843	inside 
signer11_sample844	island 
signer11_sample845	lesson 
signer11_sample846	limit 
signer11_sample847	lion 
signer11_sample849	march 
signer11_sample851	mechanic 
signer11_sample853	mom 
signer11_sample854	much 
signer11_sample855	muscle 
signer11_sample856	must 
signer11_sample858	negative 
signer11_sample859	negative 
signer11_sample862	other 
signer11_sample863	pass 
signer11_sample865	prepare 
signer11_sample866	pretty 
signer11_sample867	priest 
signer11_sample868	priest 
signer11_sample869	program 
signer11_sample870	put 
signer11_sample871	queen 
signer11_sample872	quit 
signer11_sample873	quit 
signer11_sample874	radio 
signer11_sample875	rat 
signer11_sample876	rat 
signer11_sample877	reject 
signer11_sample878	require 
signer11_sample880	rest 
signer11_sample881	retire 
signer11_sample882	retire 
signer11_sample883	rise 
signer11_sample884	rise 
signer11_sample885	river 
signer11_sample886	see 
signer11_sample887	seem 
signer11_sample888	seem 
signer11_sample890	sew 
signer11_sample892	should 
signer11_sample893	silent 
signer11_sample895	sour 
signer11_sample896	sour 
signer11_sample897	sour 
signer11_sample898	special 
signer11_sample899	spirit 
signer11_sample900	spirit 
signer11_sample901	spirit 
signer11_sample902	staff 
signer11_sample903	stop 
signer11_sample904	summon 
signer11_sample905	summon 
signer11_sample906	sunrise 
signer11_sample909	television 
signer11_sample910	television 
signer11_sample911	to 
signer11_sample912	together 
signer11_sample913	together 
signer11_sample914	translate 
signer11_sample915	turtle 
signer11_sample916	underwear 
signer11_sample917	up 
signer11_sample919	volunteer 
signer11_sample920	warm 
signer11_sample921	warn 
signer11_sample922	wash 
signer11_sample923	wash 
signer11_sample924	wine 
signer11_sample926	witness 
signer11_sample927	witness 
signer11_sample928	wood 
signer11_sample929	zero 
signer11_sample930	across 
signer11_sample931	actor 
signer11_sample932	agree 
signer11_sample933	alarm 
signer11_sample934	allergy 
signer11_sample935	allergy 
signer11_sample936	almost 
signer11_sample937	announce 
signer11_sample938	apartment 
signer11_sample939	audience 
signer11_sample940	audience 
signer11_sample942	august 
signer11_sample943	autumn 
