Sample	Label
signer11_sample122	74 
signer11_sample124	75 
signer11_sample127	78 
signer11_sample128	78 
signer11_sample129	79 
signer11_sample130	80 
signer11_sample131	81 
signer11_sample132	81 
signer11_sample135	83 
signer11_sample136	83 
signer11_sample137	84 
signer11_sample139	86 
signer11_sample140	86 
signer11_sample141	88 
signer11_sample142	88 
signer11_sample143	88 
signer11_sample144	89 
signer11_sample145	90 
signer11_sample147	91 
signer11_sample148	92 
signer11_sample151	96 
signer11_sample153	96 
signer11_sample154	97 
signer11_sample156	97 
signer11_sample158	98 
signer11_sample159	98 
signer11_sample161	98 
signer11_sample162	98 
signer11_sample164	99 
signer11_sample165	100 
signer11_sample166	101 
signer11_sample167	101 
signer11_sample169	105 
signer11_sample170	106 
signer11_sample171	106 
signer11_sample172	106 
signer11_sample173	107 
signer11_sample175	110 
signer11_sample176	110 
signer11_sample177	111 
signer11_sample178	111 
signer11_sample179	111 
signer11_sample180	112 
signer11_sample182	114 
signer11_sample183	116 
signer11_sample185	117 
signer11_sample188	121 
signer11_sample189	122 
signer11_sample190	124 
signer11_sample192	126 
signer11_sample193	126 
signer11_sample194	127 
signer11_sample195	127 
signer11_sample196	128 
signer11_sample197	128 
signer11_sample198	128 
signer11_sample199	129 
signer11_sample200	130 
signer11_sample202	131 
signer11_sample203	131 
signer11_sample204	131 
signer11_sample208	133 
signer11_sample212	134 
signer11_sample213	135 
signer11_sample214	135 
signer11_sample216	136 
signer11_sample217	137 
signer11_sample218	139 
signer11_sample220	140 
signer11_sample221	141 
signer11_sample223	143 
signer11_sample224	144 
signer11_sample228	145 
signer11_sample229	146 
signer11_sample230	147 
signer11_sample231	148 
signer11_sample232	149 
signer11_sample233	150 
signer11_sample235	151 
signer11_sample237	151 
signer11_sample238	152 
signer11_sample240	154 
signer11_sample241	155 
signer11_sample243	156 
signer11_sample244	158 
signer11_sample245	159 
signer11_sample246	160 
signer11_sample247	163 
signer11_sample248	164 
signer11_sample249	165 
signer11_sample250	167 
signer11_sample252	168 
signer11_sample253	168 
signer11_sample254	169 
signer11_sample255	170 
signer11_sample256	170 
signer11_sample257	171 
signer11_sample258	172 
signer11_sample260	172 
signer11_sample262	173 
signer11_sample263	176 
signer11_sample264	176 
signer11_sample265	176 
signer11_sample267	177 
signer11_sample268	178 
signer11_sample270	181 
signer11_sample273	184 
signer11_sample277	187 
signer11_sample279	189 
signer11_sample281	190 
signer11_sample283	192 
signer11_sample286	193 
signer11_sample287	195 
signer11_sample288	195 
signer11_sample291	201 
signer11_sample292	201 
signer11_sample294	203 
signer11_sample295	203 
signer11_sample296	205 
signer11_sample298	207 
signer11_sample300	207 
signer11_sample301	208 
signer11_sample302	209 
signer11_sample303	212 
signer11_sample304	216 
signer11_sample305	216 
signer11_sample306	217 
signer11_sample307	218 
signer11_sample308	218 
signer11_sample309	218 
signer11_sample310	219 
signer11_sample311	221 
signer11_sample312	222 
signer11_sample313	222 
signer11_sample314	223 
signer11_sample316	224 
signer11_sample317	225 
signer11_sample318	226 
signer11_sample319	228 
signer11_sample320	228 
signer11_sample321	228 
signer11_sample322	229 
signer11_sample326	231 
signer11_sample328	231 
signer11_sample329	232 
signer11_sample330	233 
signer11_sample331	233 
signer11_sample332	234 
signer11_sample334	235 
signer11_sample337	240 
signer11_sample338	241 
signer11_sample340	241 
signer11_sample341	243 
signer11_sample343	246 
signer11_sample344	247 
signer11_sample345	248 
signer11_sample346	248 
signer11_sample347	249 
signer11_sample348	249 
signer11_sample349	249 
signer11_sample351	251 
signer11_sample352	251 
signer11_sample355	252 
signer11_sample357	255 
signer11_sample359	257 
signer11_sample360	259 
signer11_sample363	261 
signer11_sample367	265 
signer11_sample369	266 
signer11_sample370	267 
signer11_sample371	268 
signer11_sample372	269 
signer11_sample373	271 
signer11_sample375	271 
signer11_sample376	271 
signer11_sample377	271 
signer11_sample378	274 
signer11_sample380	276 
signer11_sample381	277 
signer11_sample382	279 
signer11_sample383	280 
signer11_sample384	281 
signer11_sample388	282 
signer11_sample389	283 
signer11_sample390	284 
signer11_sample391	286 
signer11_sample392	286 
signer11_sample393	287 
signer11_sample395	288 
signer11_sample396	288 
signer11_sample397	288 
signer11_sample398	291 
signer11_sample400	291 
signer11_sample401	294 
signer11_sample402	295 
signer11_sample403	296 
signer11_sample404	296 
signer11_sample406	297 
signer11_sample408	299 
signer11_sample409	300 
signer11_sample410	302 
signer11_sample411	302 
signer11_sample413	302 
signer11_sample414	303 
signer11_sample415	304 
signer11_sample416	305 
signer11_sample417	306 
signer11_sample418	307 
signer11_sample419	308 
signer11_sample420	309 
signer11_sample421	310 
signer11_sample425	314 
signer11_sample427	315 
signer11_sample428	315 
signer11_sample429	315 
signer11_sample430	317 
signer11_sample431	318 
signer11_sample434	320 
signer11_sample435	320 
signer11_sample436	322 
signer11_sample437	323 
signer11_sample440	325 
signer11_sample441	327 
signer11_sample442	327 
signer11_sample443	328 
signer11_sample444	329 
signer11_sample445	329 
signer11_sample449	331 
signer11_sample451	333 
signer11_sample455	336 
signer11_sample456	336 
signer11_sample458	337 
signer11_sample460	340 
signer11_sample462	341 
signer11_sample463	341 
signer11_sample464	342 
signer11_sample465	343 
signer11_sample466	343 
signer11_sample467	344 
signer11_sample468	346 
signer11_sample470	348 
signer11_sample474	352 
signer11_sample475	352 
signer11_sample477	353 
signer11_sample478	354 
signer11_sample479	355 
signer11_sample481	356 
signer11_sample483	358 
signer11_sample485	360 
signer11_sample488	362 
signer11_sample491	364 
signer11_sample493	366 
signer11_sample495	368 
signer11_sample496	369 
signer11_sample497	370 
signer11_sample498	371 
signer11_sample499	371 
signer11_sample500	371 
signer11_sample502	375 
signer11_sample504	375 
signer11_sample505	376 
signer11_sample511	379 
signer11_sample513	381 
signer11_sample514	382 
signer11_sample517	385 
signer11_sample519	389 
signer11_sample520	390 
signer11_sample522	394 
signer11_sample523	394 
signer11_sample524	397 
signer11_sample525	397 
signer11_sample526	397 
signer11_sample529	401 
signer11_sample531	404 
signer11_sample532	405 
signer11_sample534	408 
signer11_sample535	409 
signer11_sample536	409 
signer11_sample538	411 
signer11_sample544	418 
signer11_sample545	419 
signer11_sample546	420 
signer11_sample547	420 
signer11_sample553	426 
signer11_sample555	428 
signer11_sample556	428 
signer11_sample558	430 
signer11_sample560	432 
signer11_sample564	436 
signer11_sample565	436 
signer11_sample566	436 
signer11_sample568	437 
signer11_sample569	439 
signer11_sample570	439 
signer11_sample572	441 
signer11_sample575	443 
signer11_sample576	444 
signer11_sample577	444 
signer11_sample582	449 
signer11_sample583	450 
signer11_sample584	451 
signer11_sample585	452 
signer11_sample590	457 
signer11_sample591	458 
signer11_sample593	463 
signer11_sample594	464 
signer11_sample596	467 
signer11_sample597	468 
signer11_sample598	469 
signer11_sample599	469 
signer11_sample601	471 
signer11_sample603	472 
signer11_sample604	474 
signer11_sample605	474 
signer11_sample607	474 
signer11_sample608	474 
signer11_sample613	480 
signer11_sample614	481 
signer11_sample617	484 
signer11_sample619	489 
signer11_sample620	491 
signer11_sample622	492 
signer11_sample623	492 
signer11_sample625	494 
signer11_sample626	495 
signer11_sample627	495 
signer11_sample631	500 
signer11_sample635	505 
signer11_sample638	509 
signer11_sample639	509 
signer11_sample640	510 
signer11_sample641	510 
signer11_sample642	510 
signer11_sample644	512 
signer11_sample647	515 
signer11_sample649	517 
signer11_sample651	519 
signer11_sample652	521 
signer11_sample657	526 
signer11_sample658	527 
signer11_sample659	527 
signer11_sample660	528 
signer11_sample662	528 
signer11_sample663	530 
signer11_sample665	532 
signer11_sample667	533 
signer11_sample671	537 
signer11_sample674	540 
signer11_sample677	543 
signer11_sample678	543 
signer11_sample681	546 
signer11_sample682	547 
signer11_sample683	548 
signer11_sample684	550 
signer11_sample691	559 
signer11_sample692	559 
signer11_sample693	562 
signer11_sample696	565 
signer11_sample699	567 
signer11_sample700	568 
signer11_sample708	574 
signer11_sample709	575 
signer11_sample710	575 
signer11_sample711	576 
signer11_sample712	577 
signer11_sample713	577 
signer11_sample721	585 
signer11_sample725	589 
signer11_sample726	590 
signer11_sample728	591 
signer11_sample736	604 
signer11_sample738	606 
signer11_sample743	612 
signer11_sample744	613 
signer11_sample747	613 
signer11_sample748	618 
signer11_sample750	619 
signer11_sample753	622 
signer11_sample754	622 
signer11_sample757	625 
signer11_sample758	627 
signer11_sample761	631 
signer11_sample762	632 
signer11_sample765	634 
signer11_sample766	634 
signer11_sample770	639 
signer11_sample771	640 
signer11_sample774	644 
signer11_sample775	644 
signer11_sample776	645 
signer11_sample777	645 
signer11_sample778	648 
signer11_sample779	649 
signer11_sample780	649 
signer11_sample781	650 
signer11_sample782	650 
signer11_sample783	652 
signer11_sample784	652 
signer11_sample785	654 
signer11_sample786	656 
signer11_sample787	657 
signer11_sample788	657 
signer11_sample790	658 
signer11_sample792	659 
signer11_sample793	660 
signer11_sample794	661 
signer11_sample796	663 
signer11_sample798	666 
signer11_sample799	667 
signer11_sample800	668 
signer11_sample801	668 
signer11_sample803	671 
signer11_sample804	672 
signer11_sample805	673 
signer11_sample806	674 
signer11_sample808	677 
signer11_sample810	678 
signer11_sample811	678 
signer11_sample812	680 
signer11_sample813	680 
signer11_sample814	681 
signer11_sample815	682 
signer11_sample816	683 
signer11_sample817	685 
signer11_sample818	686 
signer11_sample819	688 
signer11_sample820	689 
signer11_sample821	690 
signer11_sample822	692 
signer11_sample823	692 
signer11_sample825	696 
signer11_sample826	697 
signer11_sample827	698 
signer11_sample828	699 
signer11_sample830	703 
signer11_sample832	705 
signer11_sample833	707 
signer11_sample835	709 
signer11_sample836	710 
signer11_sample838	711 
signer11_sample839	712 
signer11_sample840	714 
signer11_sample841	715 
signer11_sample842	716 
signer11_sample843	717 
signer11_sample844	719 
signer11_sample845	721 
signer11_sample846	722 
signer11_sample847	723 
signer11_sample849	725 
signer11_sample851	728 
signer11_sample853	729 
signer11_sample854	731 
signer11_sample855	732 
signer11_sample856	734 
signer11_sample858	736 
signer11_sample859	736 
signer11_sample862	743 
signer11_sample863	744 
signer11_sample865	746 
signer11_sample866	747 
signer11_sample867	748 
signer11_sample868	748 
signer11_sample869	749 
signer11_sample870	751 
signer11_sample871	752 
signer11_sample872	753 
signer11_sample873	753 
signer11_sample874	754 
signer11_sample875	755 
signer11_sample876	755 
signer11_sample877	756 
signer11_sample878	757 
signer11_sample880	758 
signer11_sample881	759 
signer11_sample882	759 
signer11_sample883	760 
signer11_sample884	760 
signer11_sample885	761 
signer11_sample886	763 
signer11_sample887	764 
signer11_sample888	764 
signer11_sample890	766 
signer11_sample892	770 
signer11_sample893	771 
signer11_sample895	775 
signer11_sample896	775 
signer11_sample897	775 
signer11_sample898	776 
signer11_sample899	777 
signer11_sample900	777 
signer11_sample901	777 
signer11_sample902	778 
signer11_sample903	781 
signer11_sample904	783 
signer11_sample905	783 
signer11_sample906	784 
signer11_sample909	786 
signer11_sample910	786 
signer11_sample911	787 
signer11_sample912	788 
signer11_sample913	788 
signer11_sample914	789 
signer11_sample915	791 
signer11_sample916	792 
signer11_sample917	793 
signer11_sample919	796 
signer11_sample920	797 
signer11_sample921	798 
signer11_sample922	799 
signer11_sample923	799 
signer11_sample924	800 
signer11_sample926	801 
signer11_sample927	801 
signer11_sample928	802 
signer11_sample929	803 
signer11_sample930	804 
signer11_sample931	805 
signer11_sample932	806 
signer11_sample933	807 
signer11_sample934	808 
signer11_sample935	808 
signer11_sample936	809 
signer11_sample937	810 
signer11_sample938	811 
signer11_sample939	813 
signer11_sample940	813 
signer11_sample942	814 
signer11_sample943	815 
signer11_sample944	817 
signer11_sample945	818 
signer11_sample946	819 
signer11_sample949	821 
signer11_sample950	823 
signer11_sample952	825 
signer11_sample955	829 
signer11_sample957	832 
signer11_sample958	832 
signer11_sample960	833 
signer11_sample962	834 
signer11_sample964	835 
signer11_sample965	836 
signer11_sample966	837 
signer11_sample967	839 
signer11_sample968	840 
signer11_sample970	842 
signer11_sample971	844 
signer11_sample972	846 
signer11_sample974	848 
signer11_sample976	849 
signer11_sample977	849 
signer11_sample978	850 
signer11_sample980	852 
signer11_sample981	852 
signer11_sample982	854 
signer11_sample984	855 
signer11_sample985	856 
signer11_sample986	858 
signer11_sample987	859 
signer11_sample988	862 
signer11_sample989	869 
signer11_sample991	873 
signer11_sample992	874 
signer11_sample993	878 
signer11_sample994	880 
signer11_sample995	881 
signer11_sample997	883 
signer11_sample999	886 
signer11_sample1000	887 
signer11_sample1001	887 
signer11_sample1002	888 
signer11_sample1003	889 
signer11_sample1005	893 
signer11_sample1007	895 
signer11_sample1008	895 
signer11_sample1010	896 
signer11_sample1011	897 
signer11_sample1012	897 
signer11_sample1014	897 
signer11_sample1015	898 
signer11_sample1017	899 
signer11_sample1018	900 
signer11_sample1020	903 
signer11_sample1021	904 
signer11_sample1022	905 
signer11_sample1023	908 
signer11_sample1024	909 
signer11_sample1025	910 
signer11_sample1026	912 
signer11_sample1027	913 
signer11_sample1028	914 
signer11_sample1030	915 
signer11_sample1031	917 
signer11_sample1033	919 
signer11_sample1034	920 
signer11_sample1035	922 
signer11_sample1036	923 
signer11_sample1037	924 
signer11_sample1038	925 
signer11_sample1039	926 
signer11_sample1040	928 
signer11_sample1041	930 
signer11_sample1042	931 
signer11_sample1043	932 
signer11_sample1044	933 
signer11_sample1046	933 
signer11_sample1047	934 
signer11_sample1048	934 
signer11_sample1049	935 
signer11_sample1051	938 
signer11_sample1052	939 
signer11_sample1053	940 
signer11_sample1054	940 
signer11_sample1056	941 
signer11_sample1057	942 
signer11_sample1058	943 
signer11_sample1060	946 
signer11_sample1062	947 
signer11_sample1063	950 
signer11_sample1064	951 
signer11_sample1066	953 
signer11_sample1067	953 
signer11_sample1069	955 
signer11_sample1070	957 
signer11_sample1071	959 
signer11_sample1072	960 
signer11_sample1073	960 
signer11_sample1074	961 
signer11_sample1075	962 
signer11_sample1077	964 
signer11_sample1078	965 
signer11_sample1079	965 
signer11_sample1080	966 
signer11_sample1081	969 
signer11_sample1083	971 
signer11_sample1085	973 
signer11_sample1086	974 
signer11_sample1088	976 
signer11_sample1090	977 
signer11_sample1091	978 
signer11_sample1092	981 
signer11_sample1093	981 
signer11_sample1095	983 
signer11_sample1096	984 
signer11_sample1097	985 
signer11_sample1098	986 
signer11_sample1099	987 
signer11_sample1100	988 
signer11_sample1101	990 
signer11_sample1105	995 
signer11_sample1106	996 
signer11_sample1107	997 
signer11_sample1109	998 
signer11_sample1110	999 
signer11_sample1111	1000 
signer11_sample1113	1005 
signer11_sample1114	1006 
signer11_sample1117	1010 
signer11_sample1118	1011 
signer11_sample1120	1012 
signer11_sample1121	1012 
signer11_sample1122	1013 
signer11_sample1124	1014 
signer11_sample1126	1016 
signer11_sample1127	1016 
signer11_sample1129	1016 
signer11_sample1130	1017 
signer11_sample1131	1017 
signer11_sample1132	1018 
signer11_sample1133	1018 
signer11_sample1134	1019 
signer11_sample1136	1020 
signer11_sample1137	1022 
signer11_sample1139	1024 
signer11_sample1140	1024 
signer11_sample1141	1025 
signer11_sample1142	1026 
signer11_sample1143	1027 
signer11_sample1144	1028 
signer11_sample1146	1030 
signer11_sample1147	1031 
signer11_sample1148	1031 
signer11_sample1149	1032 
signer11_sample1151	1034 
signer11_sample1153	1036 
signer11_sample1154	1036 
signer11_sample1155	1038 
signer11_sample1156	1039 
signer11_sample1157	1041 
signer11_sample1160	1042 
signer11_sample1162	1045 
signer11_sample1165	1051 
signer11_sample1166	1054 
signer11_sample1168	1055 
signer11_sample1169	1056 
signer11_sample1170	1058 
signer11_sample1171	1060 
signer11_sample1173	1062 
signer11_sample1174	1063 
signer11_sample1175	1063 
signer11_sample1176	1063 
signer11_sample1177	1066 
signer11_sample1178	1067 
signer11_sample1180	1069 
signer11_sample1181	1070 
signer11_sample1184	1073 
signer11_sample1187	1077 
signer11_sample1190	1083 
signer11_sample1192	1085 
signer11_sample1194	1086 
signer11_sample1195	1087 
signer11_sample1196	1088 
signer11_sample1198	1090 
signer11_sample1199	1091 
signer11_sample1205	1096 
signer11_sample1206	1097 
signer11_sample1208	1100 
signer11_sample1211	1105 
signer11_sample1212	1106 
signer11_sample1213	1107 
signer11_sample1214	1108 
signer11_sample1215	1109 
signer11_sample1216	1110 
signer11_sample1218	1112 
signer11_sample1220	1114 
signer11_sample1221	1117 
signer11_sample1223	1120 
signer11_sample1226	1123 
signer11_sample1227	1125 
signer11_sample1229	1127 
signer11_sample1231	1128 
signer11_sample1234	1131 
signer11_sample1235	1132 
signer11_sample1236	1134 
signer11_sample1238	1136 
signer11_sample1239	1137 
signer11_sample1241	1139 
signer11_sample1243	1141 
signer11_sample1244	1142 
signer11_sample1245	1143 
signer11_sample1246	1146 
signer11_sample1248	1148 
signer11_sample1249	1149 
signer11_sample1251	1150 
signer11_sample1253	1152 
signer11_sample1258	1159 
signer11_sample1259	1160 
signer11_sample1261	1162 
signer11_sample1262	1163 
signer11_sample1263	1164 
signer11_sample1264	1165 
signer11_sample1265	1166 
signer11_sample1267	1168 
signer11_sample1269	1170 
signer11_sample1270	1171 
signer11_sample1272	1172 
signer11_sample1274	1175 
signer11_sample1277	1177 
signer11_sample1278	1178 
signer11_sample1279	1179 
signer11_sample1280	1180 
signer11_sample1281	1181 
signer11_sample1283	1183 
signer11_sample1284	1184 
signer11_sample1286	1185 
signer11_sample1287	1186 
signer11_sample1290	1190 
signer11_sample1294	1195 
signer11_sample1298	1201 
signer11_sample1299	1202 
signer11_sample1300	1203 
signer11_sample1301	1204 
signer11_sample1303	1207 
signer11_sample1304	1208 
signer11_sample1305	1208 
signer11_sample1307	1212 
signer11_sample1311	1219 
signer11_sample1313	1222 
signer11_sample1314	1227 
signer11_sample1315	1228 
signer11_sample1319	1230 
signer11_sample1321	1231 
signer11_sample1322	1232 
signer11_sample1324	1233 
signer11_sample1326	1234 
signer11_sample1329	1239 
signer11_sample1330	1239 
signer11_sample1331	1239 
signer11_sample1334	1240 
signer11_sample1335	1241 
signer11_sample1336	1241 
signer11_sample1337	1242 
signer11_sample1339	1245 
signer11_sample1340	1246 
signer11_sample1343	1249 
signer11_sample1348	1253 
signer11_sample1350	1253 
signer11_sample1353	1256 
signer11_sample1355	1258 
signer11_sample1356	1259 
signer11_sample1357	1260 
signer11_sample1358	1261 
signer11_sample1359	1261 
signer11_sample1360	1262 
signer11_sample1361	1263 
signer11_sample1362	1265 
signer11_sample1364	1266 
signer11_sample1365	1267 
signer11_sample1369	1273 
signer11_sample1371	1275 
signer11_sample1374	1279 
signer11_sample1375	1280 
signer11_sample1376	1281 
signer11_sample1378	1282 
signer11_sample1380	1284 
signer11_sample1384	1291 
signer11_sample1387	1294 
signer11_sample1388	1296 
signer11_sample1390	1298 
signer11_sample1392	1302 
signer11_sample1394	1304 
signer11_sample1396	1306 
signer11_sample1403	1313 
signer11_sample1406	1318 
signer11_sample1408	1320 
signer11_sample1411	1324 
signer11_sample1412	1325 
signer11_sample1414	1328 
signer11_sample1415	1328 
signer11_sample1418	1332 
signer11_sample1423	1339 
signer11_sample1425	1343 
signer11_sample1426	1344 
signer11_sample1428	1348 
signer11_sample1429	1349 
signer11_sample1431	1353 
signer11_sample1432	1353 
signer11_sample1433	1354 
signer11_sample1434	1355 
signer11_sample1435	1356 
signer11_sample1436	1358 
signer11_sample1439	1363 
signer11_sample1440	1364 
signer11_sample1441	1365 
signer11_sample1442	1366 
signer11_sample1443	1367 
signer11_sample1444	1368 
signer11_sample1445	1369 
signer11_sample1448	1372 
signer11_sample1452	1376 
signer11_sample1453	1377 
signer11_sample1454	1378 
signer11_sample1455	1380 
signer11_sample1456	1381 
signer11_sample1457	1382 
signer11_sample1458	1383 
signer11_sample1459	1387 
signer11_sample1460	1388 
signer11_sample1461	1389 
signer11_sample1463	1391 
signer11_sample1466	1395 
signer11_sample1467	1396 
signer11_sample1469	1398 
signer11_sample1473	1405 
signer11_sample1474	1406 
signer11_sample1476	1412 
signer11_sample1478	1414 
signer11_sample1479	1415 
signer11_sample1480	1416 
signer11_sample1483	1419 
signer11_sample1485	1422 
signer11_sample1487	1424 
signer11_sample1488	1428 
signer11_sample1492	1432 
signer11_sample1494	1433 
signer11_sample1498	1440 
signer11_sample1500	1443 
signer11_sample1501	1444 
signer11_sample1502	1446 
signer11_sample1506	1453 
signer11_sample1507	1454 
signer11_sample1508	1455 
signer11_sample1510	1457 
signer11_sample1511	1459 
signer11_sample1512	1461 
signer11_sample1513	1462 
signer11_sample1517	1468 
signer11_sample1518	1469 
signer11_sample1519	1469 
signer11_sample1520	1471 
signer11_sample1525	1478 
signer11_sample1526	1479 
signer11_sample1527	1480 
signer11_sample1529	1488 
signer11_sample1530	1490 
signer11_sample1532	1492 
signer11_sample1535	1494 
signer11_sample1536	1495 
signer11_sample1538	1497 
signer11_sample1539	1499 
signer11_sample1540	1500 
signer11_sample1546	1509 
signer11_sample1550	1512 
signer11_sample1554	1517 
signer11_sample1557	1520 
signer11_sample1558	1521 
signer11_sample1559	1522 
signer11_sample1560	1523 
signer11_sample1561	1524 
signer11_sample1563	1525 
signer11_sample1564	1526 
signer11_sample1565	1527 
signer11_sample1573	1537 
signer11_sample1574	1538 
signer11_sample1575	1539 
signer11_sample1578	1543 
signer11_sample1579	1544 
signer11_sample1580	1545 
signer11_sample1582	1546 
signer11_sample1583	1547 
signer11_sample1584	1548 
signer11_sample1585	1549 
signer11_sample1586	1549 
signer11_sample1589	1552 
signer11_sample1590	1552 
signer11_sample1592	1555 
signer11_sample1595	1558 
signer11_sample1598	1561 
signer11_sample1599	1561 
signer11_sample1601	1561 
signer11_sample1602	1563 
signer11_sample1603	1563 
signer11_sample1604	1564 
signer11_sample1605	1565 
signer11_sample1607	1568 
signer11_sample1612	1572 
signer11_sample1613	1573 
signer11_sample1619	1578 
signer11_sample1620	1579 
signer11_sample1622	1580 
signer11_sample1623	1581 
signer11_sample1624	1582 
signer11_sample1625	1583 
signer11_sample1626	1584 
signer11_sample1627	1585 
signer11_sample1630	1587 
signer11_sample1632	1589 
signer11_sample1634	1592 
signer11_sample1635	1594 
signer11_sample1639	1601 
signer11_sample1640	1602 
signer11_sample1641	1603 
signer11_sample1642	1604 
signer11_sample1643	1605 
signer11_sample1644	1606 
signer11_sample1645	1608 
signer11_sample1646	1609 
signer11_sample1647	1610 
signer11_sample1648	1611 
signer11_sample1649	1612 
signer11_sample1650	1613 
signer11_sample1651	1615 
signer11_sample1652	1616 
signer11_sample1653	1617 
signer11_sample1654	1618 
signer11_sample1655	1619 
signer11_sample1656	1620 
signer11_sample1657	1621 
signer11_sample1658	1622 
signer11_sample1659	1624 
signer11_sample1660	1625 
signer11_sample1661	1626 
signer11_sample1662	1627 
signer11_sample1663	1629 
signer11_sample1664	1630 
signer11_sample1665	1631 
signer11_sample1666	1632 
signer11_sample1667	1633 
signer11_sample1668	1633 
signer11_sample1669	1634 
signer11_sample1670	1635 
signer11_sample1671	1636 
signer11_sample1672	1637 
signer11_sample1673	1639 
signer11_sample1674	1640 
signer11_sample1675	1641 
signer11_sample1676	1642 
signer11_sample1677	1643 
signer11_sample1678	1645 
signer11_sample1679	1647 
signer11_sample1680	1648 
signer11_sample1681	1649 
signer11_sample1682	1650 
signer11_sample1683	1654 
signer11_sample1684	1655 
signer11_sample1685	1656 
signer11_sample1686	1657 
signer11_sample1687	1660 
signer11_sample1688	1662 
signer11_sample1689	1662 
signer11_sample1690	1663 
signer11_sample1691	1666 
signer11_sample1692	1666 
signer11_sample1693	1668 
signer11_sample1694	1669 
signer11_sample1695	1672 
signer11_sample1696	1674 
signer11_sample1697	1676 
signer11_sample1698	1676 
signer11_sample1699	1677 
signer11_sample1700	1677 
signer11_sample1701	1678 
signer11_sample1702	1678 
signer11_sample1703	1679 
signer11_sample1704	1680 
signer11_sample1705	1682 
signer11_sample1706	1684 
signer11_sample1707	1685 
signer11_sample1708	1686 
signer11_sample1709	1688 
signer11_sample1710	1689 
signer11_sample1711	1691 
signer11_sample1712	1692 
signer11_sample1713	1693 
signer11_sample1714	1696 
signer11_sample1715	1697 
signer11_sample1716	1699 
signer11_sample1717	1701 
signer11_sample1718	1702 
signer11_sample1719	1702 
signer11_sample1720	1705 
signer11_sample1721	1706 
signer11_sample1722	1708 
signer11_sample1723	1709 
signer11_sample1724	1710 
signer11_sample1725	1711 
signer11_sample1726	1714 
signer11_sample1727	1714 
signer11_sample1728	1715 
signer11_sample1729	1716 
signer11_sample1730	1718 
signer11_sample1731	1719 
signer11_sample1732	1720 
signer11_sample1733	1721 
signer11_sample1735	1723 
signer11_sample1736	1724 
signer11_sample1737	1725 
signer11_sample1738	1726 
signer11_sample1739	1727 
signer11_sample1740	1728 
signer11_sample1741	1729 
signer11_sample1742	1730 
signer11_sample1743	1731 
signer11_sample1744	1734 
signer11_sample1745	1735 
signer11_sample1746	1735 
signer11_sample1747	1736 
signer11_sample1748	1736 
signer11_sample1749	1737 
signer11_sample1750	1738 
signer11_sample1751	1739 
signer11_sample1752	1740 
signer11_sample1753	1741 
signer11_sample1754	1742 
signer11_sample1755	1743 
signer11_sample1756	1743 
signer11_sample1757	1744 
signer11_sample1758	1745 
signer11_sample1759	1746 
signer11_sample1760	1747 
signer11_sample1761	1749 
signer11_sample1762	1750 
signer11_sample1763	1751 
signer11_sample1764	1753 
signer11_sample1765	1754 
signer11_sample1766	1755 
signer11_sample1767	1755 
signer11_sample1768	1756 
signer11_sample1769	1757 
signer11_sample1770	1758 
signer11_sample1771	1759 
signer11_sample1772	1759 
signer11_sample1773	1763 
signer11_sample1774	1764 
signer11_sample1775	1764 
signer11_sample1776	1765 
signer11_sample1777	1765 
signer11_sample1778	1765 
signer11_sample1779	1767 
signer11_sample1781	1770 
signer11_sample1782	1771 
signer11_sample1783	1774 
signer11_sample1784	1775 
signer11_sample1785	1776 
signer11_sample1786	1777 
signer11_sample1787	1779 
signer11_sample1788	1780 
signer11_sample1789	1785 
signer11_sample1790	1786 
signer11_sample1791	1787 
signer11_sample1792	1789 
signer11_sample1793	1790 
signer11_sample1794	1791 
signer11_sample1795	1791 
signer11_sample1796	1793 
signer11_sample1797	1794 
signer11_sample1798	1796 
signer11_sample1799	1797 
signer11_sample1800	1797 
signer11_sample1801	1798 
signer11_sample1803	1804 
signer11_sample1804	1805 
signer11_sample1805	1806 
signer11_sample1806	1807 
signer11_sample1807	1811 
signer11_sample1808	1813 
signer11_sample1809	1814 
signer11_sample1810	1816 
signer11_sample1811	1816 
signer11_sample1812	1819 
signer11_sample1813	1821 
signer11_sample1814	1822 
signer11_sample1815	1823 
signer11_sample1816	1824 
signer11_sample1817	1825 
signer11_sample1818	1826 
signer11_sample1819	1827 
signer11_sample1820	1828 
signer11_sample1821	1829 
signer11_sample1822	1830 
signer11_sample1823	1831 
signer11_sample1824	1833 
signer11_sample1825	1834 
signer11_sample1826	1838 
signer11_sample1827	1838 
signer11_sample1828	1839 
signer11_sample1829	1840 
signer11_sample1830	1842 
signer11_sample1831	1843 
signer11_sample1832	1844 
signer11_sample1833	1845 
signer11_sample1834	1847 
signer11_sample1835	1848 
signer11_sample1836	1849 
signer11_sample1837	1850 
signer11_sample1838	1850 
signer11_sample1839	1850 
signer11_sample1841	1855 
signer11_sample1842	1856 
signer11_sample1843	1857 
signer11_sample1844	1858 
signer11_sample1845	1859 
signer11_sample1846	1859 
signer11_sample1847	1860 
signer11_sample1848	1862 
signer11_sample1849	1863 
signer11_sample1850	1863 
signer11_sample1851	1863 
signer11_sample1852	1864 
signer11_sample1853	1865 
signer11_sample1854	1867 
signer11_sample1855	1867 
signer11_sample1856	1868 
signer11_sample1857	1870 
signer11_sample1858	1870 
signer11_sample1859	1871 
signer11_sample1860	1873 
signer11_sample1861	1873 
signer11_sample1862	1875 
signer11_sample1863	1876 
